,code,name,lat,lng,u_s,u_r,return_perc
0,368,1555 Kapiolani Blvd,21.29,-157.84,29930.0,1187.0,3.97
1,51,11015-B Fairfax Boulevard,38.85,-77.33,82663.0,1960.0,2.37
2,42,731 Nassau Park Boulevard,40.3,-74.68,117619.0,2713.0,2.31
3,48,1803 Rockville Pike,39.06,-77.12,115907.0,2640.0,2.28
4,216,401 North Glendale Avenue,34.15,-118.24,166894.0,3738.0,2.24
5,713,2130 Pleasant Hill Road,33.96,-84.13,75463.0,1679.0,2.22
6,425,1579 Highway 22 West,40.64,-74.41,85554.0,1890.0,2.21
7,89,1400 University Drive,26.25,-80.25,123793.0,2721.0,2.2
8,574,2555 PRADO LANE,34.01,-84.55,75013.0,1636.0,2.18
9,751,67 US HWY 9,40.35,-74.31,87057.0,1895.0,2.18
10,37,137 Route 4 West,40.92,-74.06,156971.0,3420.0,2.18
11,855,11200 SAN JOSE BOULEVARD,0.0,0.0,51197.0,1104.0,2.16
12,47,5524 Leesburg Pike,38.85,-77.12,157225.0,3389.0,2.16
13,391,2100 88th Street,40.81,-74.01,121191.0,2612.0,2.16
14,188,302 N. Congress Ave,26.53,-80.09,221902.0,4724.0,2.13
15,813,2183 BLACK ROCK TURNPIKE,41.18,-73.25,71289.0,1520.0,2.13
16,49,715 W. Lancaster Avenue,40.02,-75.31,59203.0,1263.0,2.13
17,324,502 OLD COUNTRY ROAD,40.74,-73.62,127992.0,2730.0,2.13
18,754,170 NEEDHAM STREET,42.31,-71.21,55089.0,1170.0,2.12
19,273,1496 S. Randall Road,42.16,-88.34,109581.0,2308.0,2.11
20,703,20600 Lyons Road,26.37,-80.19,166872.0,3528.0,2.11
21,56,327 Route 10,40.8,-74.37,110323.0,2315.0,2.1
22,162,299 South Randolph Street,33.91,-117.89,80293.0,1688.0,2.1
23,29,3463 Long Beach Road,40.63,-73.64,119327.0,2499.0,2.09
24,1030,15870 1ST AVENUE SOUTH,47.46,-122.33,118883.0,2489.0,2.09
25,710,1490 Nixon Drive,39.94,-74.96,103179.0,2151.0,2.08
26,533,8655 CORAL WAY,25.75,-80.33,132052.0,2724.0,2.06
27,624,5226 MONTICELLO AVE,37.28,-76.75,83543.0,1713.0,2.05
28,57,672 W. Sunrise Highway,40.67,-73.72,187148.0,3818.0,2.04
29,706,10800 Pines Blvd.,26.01,-80.29,149911.0,3052.0,2.04
30,852,23 Mystic View Rd,0.0,0.0,47944.0,977.0,2.04
31,773,1806 NE 8th Street,0.0,0.0,78063.0,1594.0,2.04
32,39,535 Boston Post Road,40.99,-73.68,103574.0,2099.0,2.03
33,847,28150 WILLET WAY,0.0,0.0,49963.0,1015.0,2.03
34,840,8046 CONCORD MILLS BLVD,35.37,-80.72,71265.0,1437.0,2.02
35,219,3226 Buford Drive,34.06,-83.99,138667.0,2803.0,2.02
36,613,2701 184TH STREET SW,47.83,-122.27,49367.0,996.0,2.02
37,648,20803 STEVENS CREEK BLVD,37.32,-122.04,44822.0,905.0,2.02
38,696,440 SOUTH RAND RD,42.19,-88.11,52757.0,1058.0,2.01
39,694,2383 COTTMAN AVE,40.05,-75.06,74891.0,1499.0,2.0
40,80,8303 South Dixie Highway,25.69,-80.3,164847.0,3299.0,2.0
41,614,1438 HIGHWAY 20 WEST,33.42,-84.19,86291.0,1715.0,1.99
42,771,1285 B HWY 138,33.65,-84.0,84672.0,1681.0,1.99
43,346,455 Central Avenue,41.03,-73.79,92807.0,1851.0,1.99
44,344,5701 W Broad Street,37.59,-77.5,106202.0,2116.0,1.99
45,18,556 Route 17 North,40.96,-74.07,124679.0,2470.0,1.98
46,317,12 Promenade,40.81,-73.99,107247.0,2116.0,1.97
47,1003,19925 44TH AVE WEST,47.82,-122.29,158675.0,3118.0,1.97
48,25,1565 Route 46 East,40.89,-74.21,174504.0,3421.0,1.96
49,416,1901 Westwood Blvd,34.05,-118.44,117630.0,2301.0,1.96
50,52,300 N. Fredrick Avenue,39.14,-77.2,101261.0,1962.0,1.94
51,40,3145 Hempstead Turnpike,40.73,-73.52,140101.0,2711.0,1.94
52,410,2118 Scenic Highway,33.86,-84.02,104190.0,2024.0,1.94
53,173,9410 North Skokie Boulevard,42.05,-87.75,88222.0,1706.0,1.93
54,720,2315 Forest Drive,38.98,-76.54,84700.0,1628.0,1.92
55,34,1232 Hooper Avenue,39.98,-74.18,88325.0,1700.0,1.92
56,709,1313 York Road,39.42,-76.62,137882.0,2639.0,1.91
57,15,191 Walt Whitman Road (Rt. 110),40.82,-73.41,101045.0,1931.0,1.91
58,118,10590 Forest Hill Blvd,26.65,-80.21,136658.0,2598.0,1.9
59,255,30730 Orchard Lake Road,42.52,-83.36,93895.0,1788.0,1.9
60,427,380 Waterfront Drive East,40.41,-79.91,63541.0,1205.0,1.9
61,567,19510 HAWTHORNE BLVD,33.85,-118.35,94468.0,1795.0,1.9
62,576,43425 CHRISTY STREET,37.5,-121.97,47477.0,897.0,1.89
63,403,35 South Federal Highway,26.32,-80.09,71390.0,1351.0,1.89
64,171,325 North Milwaukee Ave,42.23,-87.94,68190.0,1286.0,1.89
65,499,1165 Perimeter Center West,33.93,-84.35,108478.0,2050.0,1.89
66,582,901A W. ANTHONY DRIVE,40.14,-88.26,59649.0,1129.0,1.89
67,291,411 East Six Forks Road,35.82,-78.63,142280.0,2683.0,1.89
68,59,9404 Reisterstown Road,39.4,-76.75,144582.0,2713.0,1.88
69,87,9693 W Colonial Dr,28.55,-81.52,122007.0,2291.0,1.88
70,725,3329 COBB PKWY,34.04,-84.68,46562.0,877.0,1.88
71,856,1851 TAMIAMI TRAIL,0.0,0.0,36929.0,693.0,1.88
72,109,45450 Dulles Crossing Plaza,39.02,-77.43,96186.0,1808.0,1.88
73,530,1224 STATE RT 23 NORTH,40.99,-74.34,80496.0,1513.0,1.88
74,681,1480 HARRISBURG PIKE,40.06,-76.34,39963.0,749.0,1.87
75,845,12616 CAPITAL BLVD,0.0,0.0,59635.0,1118.0,1.87
76,835,192 EAST STREET ROAD,40.15,-75.0,38535.0,719.0,1.87
77,657,10343 SOUTH INDIANAPOLIS BLVD,41.53,-87.47,89897.0,1680.0,1.87
78,594,18199 BISCAYNE BLVD.,25.94,-80.15,126517.0,2368.0,1.87
79,31,469 86th Street,40.62,-74.03,80432.0,1504.0,1.87
80,776,19270 S DIXIE HWY,0.0,0.0,83388.0,1553.0,1.86
81,327,370 Route 3 West,40.83,-74.14,189435.0,3511.0,1.85
82,395,30120 Haun Raod,33.68,-117.18,126834.0,2341.0,1.85
83,547,984 ROUTE 17 NORTH,41.07,-74.13,101889.0,1889.0,1.85
84,714,1320 Stony Brook Road,40.88,-73.12,130689.0,2422.0,1.85
85,732,1628 SHORE PKWY,40.6,-74.0,93990.0,1736.0,1.85
86,704,8707 S W 124th Ave,25.69,-80.39,100678.0,1860.0,1.85
87,88,1233 West Sand Lake Road,28.45,-81.39,59317.0,1090.0,1.84
88,191,800 Market Place Blvd,32.92,-96.96,138515.0,2531.0,1.83
89,571,15811 N. FRANK LLOYD WRIGHT,33.63,-111.89,82634.0,1509.0,1.83
90,824,,0.0,0.0,23443.0,429.0,1.83
91,67,300 Andover Street (Route 114),42.55,-70.95,115823.0,2123.0,1.83
92,78,268 South University Drive,26.12,-80.25,108592.0,1982.0,1.83
93,82,2128 Highway RT. 35,40.41,-74.14,97372.0,1776.0,1.82
94,23,2363/55 Central Park Avenue,40.98,-73.83,122025.0,2222.0,1.82
95,256,2121 Walnut Street,35.76,-78.74,98549.0,1790.0,1.82
96,660,5575 BALBOA AVE,32.82,-117.18,81897.0,1487.0,1.82
97,189,6917 Fayetteville Road,35.9,-78.94,82924.0,1504.0,1.81
98,55,1927 Old Gallows Road,38.91,-77.22,89743.0,1627.0,1.81
99,750,462 EAST 17TH ST,33.63,-117.91,34537.0,625.0,1.81
100,509,14065 Shoppers Best Way,38.65,-77.3,123339.0,2227.0,1.81
101,433,1901 South Naperville Road,41.84,-88.1,66616.0,1207.0,1.81
102,196,8421 Brier Creek Parkway,35.91,-78.79,80799.0,1452.0,1.8
103,822,239 WHITING FARMS ROAD,0.0,0.0,46226.0,831.0,1.8
104,839,2911 CHAPEL HILL ROAD,33.73,-84.74,98376.0,1770.0,1.8
105,151,655 South Main Street,33.78,-117.87,53385.0,960.0,1.8
106,27,2702 Route 22 West,40.69,-74.31,183212.0,3288.0,1.79
107,212,1908 Matthews Township Pkwy,35.12,-80.71,115760.0,2075.0,1.79
108,699,1815 PALM BEACH LAKES BLVD,26.72,-80.09,109158.0,1954.0,1.79
109,652,1692 SARATOGA AVE,37.29,-121.99,49690.0,890.0,1.79
110,724,148 ROUTE 73,39.84,-74.93,55924.0,993.0,1.78
111,684,1428 ROUTE 23 NORTH,40.93,-74.27,89737.0,1601.0,1.78
112,595,115 COLMA BLVD,37.68,-122.46,71722.0,1276.0,1.78
113,347,9620 Pineville-Matthew Road,35.09,-80.88,128237.0,2286.0,1.78
114,296,397 Rt. 28,40.58,-74.63,106679.0,1898.0,1.78
115,325,445 WEST DEKALB PIKE,40.09,-75.37,60495.0,1076.0,1.78
116,759,1063 MONTAUK HWY,40.68,-73.35,73499.0,1308.0,1.78
117,722,414 RANDALL RD,41.98,-88.34,45395.0,804.0,1.77
118,585,9620 SE 82ND AVE,45.45,-122.58,47231.0,838.0,1.77
119,63,10944 Bulloch Drive,38.8,-77.52,103370.0,1826.0,1.77
120,826,5505 CAPITAL BLVD.,0.0,0.0,56689.0,1001.0,1.77
121,716,1817 Old York Road,40.14,-75.11,100204.0,1776.0,1.77
122,848,3535 E FOOTHILL BLVD,34.15,-118.08,55466.0,978.0,1.76
123,197,3440 Camp Creek Parkway,33.66,-84.5,117260.0,2069.0,1.76
124,79,4587 Okeechobee Boulevard,26.71,-80.11,112052.0,1970.0,1.76
125,69,14815 Baltimore Avenue,39.09,-76.85,107675.0,1893.0,1.76
126,114,2960 North Federal Highway,27.24,-80.27,112340.0,1975.0,1.76
127,135,110 South Waukegan Road,42.15,-87.83,72963.0,1285.0,1.76
128,341,110 N. El Camino Real,33.05,-117.26,72136.0,1272.0,1.76
129,354,4199 East Jericho Turnpike,40.84,-73.31,129578.0,2282.0,1.76
130,680,2602 HYLAND BOULEVARD,0.0,0.0,97428.0,1706.0,1.75
131,355,12301 NE Biscayne Blvd,25.89,-80.16,141235.0,2476.0,1.75
132,335,2010 Marlton Pike West,39.92,-75.04,96515.0,1685.0,1.75
133,75,561-565 Connecticut Avenue,41.1,-73.45,94636.0,1658.0,1.75
134,58,3144 Crain Highway,38.63,-76.91,137131.0,2403.0,1.75
135,467,13341 Westheimer Road,29.74,-95.63,94766.0,1654.0,1.75
136,865,7300 NORTH POINT PKWY,0.0,0.0,89968.0,1575.0,1.75
137,737,489 RIVER HWY,35.59,-80.86,99103.0,1728.0,1.74
138,447,3052 Excelsior Blvd,44.95,-93.32,54431.0,945.0,1.74
139,248,1209 Caroline Street,33.76,-84.35,98558.0,1712.0,1.74
140,728,5095 TRANSIT ROAD,42.99,-78.7,56604.0,983.0,1.74
141,850,3106 SOUTH HORNER BLVD,35.45,-79.13,48925.0,851.0,1.74
142,428,11414 Broadway Blvd.,29.56,-95.4,107612.0,1863.0,1.73
143,84,219 Pottstown Pike,40.03,-75.63,76646.0,1327.0,1.73
144,672,13662 JAMBOREE ROAD,33.73,-117.79,75152.0,1300.0,1.73
145,607,30 FORBES ROAD,42.22,-71.03,93262.0,1617.0,1.73
146,748,620 COMMERCE DRIVE,40.19,-74.87,74252.0,1288.0,1.73
147,774,1811 FEDERAL HWY,26.44,-80.07,129472.0,2237.0,1.73
148,184,2600 East Southlake Boulevard,32.94,-97.11,117142.0,2031.0,1.73
149,222,2415 75th Street,41.75,-88.0,88915.0,1535.0,1.73
150,28,2535 Richmond Avenue,40.58,-74.17,237416.0,4095.0,1.72
151,137,6701-A Loisdale Road,38.77,-77.18,129239.0,2221.0,1.72
152,772,1721 LASKIN ROAD,36.85,-76.02,70528.0,1213.0,1.72
153,861,,0.0,0.0,56889.0,978.0,1.72
154,718,1936 South Road,41.62,-73.92,93131.0,1601.0,1.72
155,477,23210 Via Villagio,26.4,-81.81,81481.0,1398.0,1.72
156,638,2152 CONTRA COSTA BLVD,37.95,-122.06,75471.0,1297.0,1.72
157,600,8247 E. 71ST STREET,36.06,-95.88,46926.0,802.0,1.71
158,834,1650 MINERAL SPRING AVE,41.86,-71.45,63701.0,1087.0,1.71
159,30,49 East Route 59,41.1,-74.01,146173.0,2495.0,1.71
160,642,2300 16TH STREET,37.77,-122.41,58721.0,1007.0,1.71
161,723,463 E AURORA RD,41.31,-81.52,58901.0,1000.0,1.7
162,404,5463 Lyons Road,26.3,-80.19,96831.0,1644.0,1.7
163,358,11301 W Broad Street,37.65,-77.61,128477.0,2178.0,1.7
164,131,1951 Mount Zion Road,33.56,-84.33,121041.0,2057.0,1.7
165,386,10225 Research Blvd,30.39,-97.75,94089.0,1599.0,1.7
166,125,21436 W. Victory Boulevard,34.19,-118.6,166675.0,2819.0,1.69
167,247,3151 South IH35,30.48,-97.67,85798.0,1453.0,1.69
168,712,3261 Peachtree Road,33.84,-84.37,129687.0,2196.0,1.69
169,64,1471 Carl D. Silver Pkwy,38.3,-77.51,138464.0,2340.0,1.69
170,1025,17980 REDMOND WAY,47.67,-122.1,67061.0,1134.0,1.69
171,843,1010 EAST 2100 SOUTH,40.73,-111.86,46545.0,784.0,1.68
172,818,1731 WILMINGTON PIKE,0.0,0.0,41996.0,706.0,1.68
173,661,4254 TAMIAMI TRL S.,27.05,-82.39,43397.0,731.0,1.68
174,239,32109 Union Landing Blvd,37.6,-122.07,93313.0,1568.0,1.68
175,401,413 N Federal Hwy,26.24,-80.1,123899.0,2082.0,1.68
176,683,4005 GRAND AVE,34.0,-117.72,58145.0,978.0,1.68
177,185,7501 Westheimer Road,29.74,-95.5,140963.0,2360.0,1.67
178,46,4609 Concord Pike,39.82,-75.55,98056.0,1637.0,1.67
179,304,72333 Highway 111,33.73,-116.4,74847.0,1247.0,1.67
180,409,17501 Colima Road,33.99,-117.92,80546.0,1347.0,1.67
181,310,114 Hanes Mall Blvd,36.07,-80.3,129355.0,2153.0,1.66
182,126,450 Route 10 West,40.88,-74.65,116559.0,1931.0,1.66
183,139,9100 Tampa Avenue,34.24,-118.55,131953.0,2185.0,1.66
184,157,434 SOUTHBRIDGE STREET,42.2,-71.84,88584.0,1472.0,1.66
185,252,4668 Town Crossing Drive,30.26,-81.53,106368.0,1766.0,1.66
186,588,6996 FRANCE AVENUE,44.88,-93.33,75866.0,1260.0,1.66
187,337,699 Baltimore Pike,39.52,-76.36,118457.0,1966.0,1.66
188,86,1260-1270 Boston Post Road,41.24,-73.04,134812.0,2240.0,1.66
189,1028,305 SE CHKALOV DRIVE,45.62,-122.55,96548.0,1606.0,1.66
190,349,16383 SW 88th St,25.68,-80.46,105075.0,1748.0,1.66
191,351,6280 20th Street,27.64,-80.46,116125.0,1933.0,1.66
192,313,17401 Southcenter Pkwy,47.45,-122.26,63177.0,1040.0,1.65
193,35,185 Route 1 South,40.55,-74.33,121268.0,1998.0,1.65
194,873,1320 MCFARLAND BLVD EAST,0.0,0.0,34758.0,573.0,1.65
195,689,40 ORCHARD HILL PARK DRIVE,42.53,-71.71,58859.0,969.0,1.65
196,636,5400 BRODIE LANE,30.23,-97.82,62033.0,1022.0,1.65
197,229,10020 W. McDowell Road,33.46,-112.28,88432.0,1455.0,1.65
198,555,8929 AVENUE D,40.65,-73.91,97012.0,1600.0,1.65
199,603,7305 SAN DARIO AVE,27.57,-99.5,76859.0,1270.0,1.65
200,631,359 FRESH POND PARKWAY,42.39,-71.14,34710.0,571.0,1.65
201,717,3725-B Jefferson Davis Highway,38.84,-77.05,90500.0,1488.0,1.64
202,827,2317 NORTH TARRANT PARKWAY,32.9,-97.32,105431.0,1729.0,1.64
203,81,1195 West 49th Street,25.87,-80.31,138826.0,2276.0,1.64
204,650,7713 Fordson Road,38.75,-77.08,75383.0,1236.0,1.64
205,590,4000 TOWNE CENTER DRIVE,38.3,-85.55,50622.0,832.0,1.64
206,334,464 N Alafaya Trail,28.55,-81.21,131116.0,2139.0,1.63
207,534,4145 WILLIAN PENN HWY,40.44,-79.77,76028.0,1243.0,1.63
208,785,,0.0,0.0,46541.0,757.0,1.63
209,333,1600 S East Road,41.72,-72.76,109201.0,1775.0,1.63
210,769,9101 ALAKING COURT,38.87,-76.85,118433.0,1936.0,1.63
211,300,588 Route 70,40.06,-74.15,118938.0,1938.0,1.63
212,370,235 N Citrus Street,34.07,-117.89,94895.0,1536.0,1.62
213,251,11144 Rancho Carmel Drive,32.98,-117.08,45137.0,732.0,1.62
214,880,1969 CANTERBURY GLEN LANE,0.0,0.0,38001.0,614.0,1.62
215,573,148 TUNNEL ROAD,35.59,-82.53,86573.0,1401.0,1.62
216,727,13100 SEMINOLE BLVD.,27.89,-82.79,68604.0,1110.0,1.62
217,380,5300 Stockdale Highway,35.35,-119.06,117857.0,1910.0,1.62
218,178,4756 El Camino Real,37.4,-122.11,57596.0,934.0,1.62
219,550,338 MID RIVERS CENTER DRIVE,38.79,-90.62,90959.0,1474.0,1.62
220,775,1516 RINEHART RD,28.8,-81.33,85021.0,1375.0,1.62
221,1032,320 NE 78TH STREET,45.68,-122.67,65162.0,1053.0,1.62
222,838,12741 VENTURA BLVD,34.15,-118.41,112705.0,1822.0,1.62
223,1010,10011 BRIDGEPORT WAY SW,47.17,-122.51,92243.0,1484.0,1.61
224,172,7009 Highway 6 North,29.88,-95.65,126647.0,2044.0,1.61
225,158,2995 Preston Road,33.1,-96.81,109214.0,1757.0,1.61
226,166,5779 Lone Tree Way,37.96,-121.74,124444.0,2001.0,1.61
227,181,75 E Thousand Oaks Blvd,34.18,-118.87,136117.0,2188.0,1.61
228,38,2100 Merrick Road,40.66,-73.55,144768.0,2330.0,1.61
229,133,26831 Aliso Creek Road,33.57,-117.72,98156.0,1584.0,1.61
230,640,6640 N. DURANGO DRIVE,36.28,-115.29,76677.0,1232.0,1.61
231,266,233 Independence Boulevard,36.84,-76.14,153349.0,2472.0,1.61
232,330,11440 A Midlothian Turnpike,37.51,-77.61,143158.0,2307.0,1.61
233,690,2475 FLATBUSH AVE,40.61,-73.92,52348.0,843.0,1.61
234,515,2385 BRANDERMILL BLVD,39.03,-76.68,104017.0,1673.0,1.61
235,578,16624 VENTURA BLVD,34.16,-118.5,79428.0,1278.0,1.61
236,658,123 NORTH WEBER ROAD,41.7,-88.12,66141.0,1056.0,1.6
237,596,1995 W JEFFERSON AVE,41.77,-88.2,76160.0,1218.0,1.6
238,805,2125 US HIGHWAY 1 SOUTH,29.86,-81.32,74845.0,1195.0,1.6
239,1009,14733 NE 8TH STREET,47.62,-122.14,125483.0,2004.0,1.6
240,105,105 Buckland Hills Drive,41.81,-72.55,117414.0,1879.0,1.6
241,421,818 Pelham Parkway,40.89,-73.82,165637.0,2653.0,1.6
242,495,2937 Cobb Pkwy,33.88,-84.46,127254.0,2037.0,1.6
243,781,1241 NORTH MAIN STREET,35.59,-78.78,76139.0,1216.0,1.6
244,1501,503 CONSTITUTION AVE,42.55,-71.48,27190.0,436.0,1.6
245,764,,0.0,0.0,48690.0,778.0,1.6
246,666,601 WEST ROOSEVELT BLVD,41.87,-87.64,60553.0,969.0,1.6
247,697,6310 WEST 95TH STREET,41.72,-87.78,85744.0,1374.0,1.6
248,695,12970 CORTEZ BLVD,28.53,-82.51,65219.0,1034.0,1.59
249,224,2397 South Stemmons Freeway,33.01,-96.97,102497.0,1627.0,1.59
250,359,28211 Marguerite Parkway,33.55,-117.67,73413.0,1170.0,1.59
251,305,1129 Woodruff Road,34.83,-82.3,112122.0,1780.0,1.59
252,290,347 N. Milwaukee Street,43.61,-116.28,109584.0,1744.0,1.59
253,691,3025 EAST MAIN ST & WESTBROOK DRIVE,41.31,-73.88,67453.0,1071.0,1.59
254,292,4701 S. Cooper Street,32.67,-97.13,162769.0,2581.0,1.59
255,101,2205 N. Federal Highway,26.16,-80.12,174936.0,2784.0,1.59
256,804,2692 CANYON SPRINGS PKWY,33.94,-117.28,65957.0,1046.0,1.59
257,786,1963 WHISKEY ROAD,33.52,-81.72,62851.0,998.0,1.59
258,504,31 EAST CITY AVE,40.0,-75.23,135057.0,2146.0,1.59
259,33,190 Jericho Turnpike,40.81,-73.51,113185.0,1791.0,1.58
260,140,8019 Citrus Park Drive,28.07,-82.57,55436.0,876.0,1.58
261,132,3929 South Bristol Street,33.7,-117.89,121565.0,1915.0,1.58
